doi	title	journal	year	publisher	authors	url	publication_type	nature_portfolio	query_ids	sources
10.1186/s12864-025-11600-2	Benchmarking foundation cell models for post-perturbation RNA-seq prediction	BMC Genomics	2025	Springer Science and Business Media LLC	Csendes, Gerold; Sanz, Gema; Szalay, Kristóf Z.; Szalai, Bence	https://doi.org/10.1186/s12864-025-11600-2	journal-article	false	nucleotide_transformer	crossref
10.1186/s13059-025-03514-9	Benchmarking single-cell cross-omics imputation methods for surface protein expression	Genome Biology	2025	Springer Science and Business Media LLC	Li, Chen-Yang; Hong, Yong-Jia; Li, Bo; Zhang, Xiao-Fei	https://doi.org/10.1186/s13059-025-03514-9	journal-article	false	cross_species	crossref
10.3390/electronics14234754	BiGRMT: Bidirectional GRU–Recurrent Memory Transformer for Efficient Long-Sequence Anomaly Detection in High-Concurrency Microservices	Electronics	2025	MDPI AG	Zhang, Ruicheng; Zhang, Renzun; Wang, Shuyuan; Yang, Kun; Xu, Miao; Qiao, Dongwei; Hu, Xuanzheng	https://doi.org/10.3390/electronics14234754	journal-article	false	caduceus;caduceus_exact	crossref
10.3390/genes16040411	Biological Prior Knowledge-Embedded Deep Neural Network for Plant Genomic Prediction	Genes	2025	MDPI AG	Ye, Chonghang; Li, Kai; Sun, Weicheng; Jiang, Yiwei; Zhang, Weihan; Zhang, Ping; Hu, Yi-Juan; Han, Yuepeng; Li, Li	https://doi.org/10.3390/genes16040411	journal-article	false	plantgfm_exact	crossref
10.3791/30055	Bisulfite Conversion of Genomic DNA: A Method to Study DNA Methylation in Genomic DNA Samples from Gastrointestinal Cancer Tissue	Journal of Visualized Experiments	2025	MyJove Corporation		https://doi.org/10.3791/30055	journal-article	false	genome_scaling	crossref
10.1016/j.lrp.2025.102507	Boon or bane of open value creation: The impact of business model design and relational trust on competitive advantage	Long Range Planning	2025	Elsevier BV	Brenk, Sebastian; Burmeister, Christian; Diener, Kathleen; Lüttgens, Dirk	https://doi.org/10.1016/j.lrp.2025.102507	journal-article	false	caduceus	crossref
10.1038/s41588-025-02154-w	Borzoi decodes the complex DNA signals governing gene regulation	Nature Genetics	2025	Springer Science and Business Media LLC	Cooper, Sandra T.	https://doi.org/10.1038/s41588-025-02154-w	journal-article	true	borzoi	crossref
10.1186/s12859-025-06190-5	BPFun: a deep learning framework for bioactive peptide function prediction using multi-label strategy by transformer-driven and sequence rich intrinsic information	BMC Bioinformatics	2025	Springer Science and Business Media LLC	Zhu, Lun; Sun, Hao; Yang, Sen	https://doi.org/10.1186/s12859-025-06190-5	journal-article	false	sequence_to_function	crossref
10.3390/plants14131969	BPM Proteins Modulate Heat Stress Response in Arabidopsis thaliana Seedlings	Plants	2025	MDPI AG	Vitko, Sandra; Leljak-Levanić, Dunja; Bauer, Nataša; Vidaković-Cifrek, Željka	https://doi.org/10.3390/plants14131969	journal-article	false	gpn_plants	crossref
10.1016/j.bpj.2024.11.1776	BPS2025 - Overcoming extrapolation challenges of deep learning by incorporating physics in protein sequence-function modeling	Biophysical Journal	2025	Elsevier BV	Barethiya, Shrishti; Huang, Jian; Liu, Xiao; Guan, Hui; Chen, Jianhan	https://doi.org/10.1016/j.bpj.2024.11.1776	journal-article	false	sequence_to_function	crossref
10.1142/s1793524525501311	Brain tumor detection using GPT-NeoX-20B large language model-driven scaling wide residual neuron attention stage-by-stage net	International Journal of Biomathematics	2025	World Scientific Pub Co Pte Ltd	Panapana, Pooja; Maram, Balajee	https://doi.org/10.1142/s1793524525501311	journal-article	false	genome_scaling	crossref
10.1007/s40747-025-01794-z	BSAformer: bidirectional sequence splitting aggregation attention mechanism for long term series forecasting	Complex &amp; Intelligent Systems	2025	Springer Science and Business Media LLC	Zhu, QingBo; Han, JiaLin; Yang, Sheng; Xie, ZhiQiang; Tian, Bo; Wan, HaiBo; Chai, Kai	https://doi.org/10.1007/s40747-025-01794-z	journal-article	false	caduceus_exact	crossref
10.1016/j.cnur.2024.12.010	Building a Genomic Foundation	Nursing Clinics of North America	2025	Elsevier BV	Dickman, Erin; Seven, Memnun; Diez de los Rios de la Serna, Celia	https://doi.org/10.1016/j.cnur.2024.12.010	journal-article	false	genomic_foundation_model	crossref
10.1101/gr.280377.124	Building better genome annotations across the tree of life	Genome Research	2025	Cold Spring Harbor Laboratory	Freedman, Adam H.; Sackton, Timothy B.	https://doi.org/10.1101/gr.280377.124	journal-article	false	evo2_exact	crossref
10.1609/aaai.v39i8.32849	CAD-GPT: Synthesising CAD Construction Sequence with Spatial Reasoning-Enhanced Multimodal LLMs	Proceedings of the AAAI Conference on Artificial Intelligence	2025	Association for the Advancement of Artificial Intelligence (AAAI)	Wang, Siyu; Chen, Cailian; Le, Xinyi; Xu, Qimin; Xu, Lei; Zhang, Yanzhou; Yang, Jie	https://doi.org/10.1609/aaai.v39i8.32849	journal-article	false	omnireg_gpt	crossref
10.1609/aaai.v39i23.34648	Can Large Language Models Derive High-Level Cognition from Low-Level and Fragmented Foundational Information?	Proceedings of the AAAI Conference on Artificial Intelligence	2025	Association for the Advancement of Artificial Intelligence (AAAI)	Liu, Yang; Wang, Xiaoping; Lu, Kai	https://doi.org/10.1609/aaai.v39i23.34648	journal-article	false	agront_exact	crossref
10.1002/edn3.70112	Capture—Incubate—Release: An Animal‐Friendly Approach to Assess Local Aquatic Macroinvertebrate Species Diversity Through Environmental <scp>DNA</scp> Metabarcoding	Environmental DNA	2025	Wiley	Sander, Mandy; Beermann, Arne J.; Buchner, Dominik; Weiss, Martina; Werner, Marie‐Thérése; Leese, Florian	https://doi.org/10.1002/edn3.70112	journal-article	false	species_aware_exact	crossref
10.1093/nar/gkaf214	CASCADE-Cas3 enables highly efficient genome engineering in <i>Streptomyces</i> species	Nucleic Acids Research	2025	Oxford University Press (OUP)	Whitford, Christopher M; Gockel, Peter; Faurdal, David; Gren, Tetiana; Sigrist, Renata; Weber, Tilmann	https://doi.org/10.1093/nar/gkaf214	journal-article	false	dnabert2;dnabert2_exact	crossref
10.3389/frdem.2025.1540519	Case report: Behavioral variant FTD confounding a language variant FTD in a case of PSP-CBS	Frontiers in Dementia	2025	Frontiers Media SA	Jürs, Alexandra V.; Kasper, Elisabeth; Neumann, Manuela; Kurth, Jens; Krause, Bernd J.; Cantré, Daniel; Prudlo, Johannes	https://doi.org/10.3389/frdem.2025.1540519	journal-article	false	variant_effect	crossref
10.65563/jeaai.v1i8.71	CausalBench-Enterprise: Evaluating Risk-Aware Causal Reasoning in Large Language Models	INNO-PRESS: Journal of Emerging Applied AI	2025	Inno-Press Limited	Yang, Youla	https://doi.org/10.65563/jeaai.v1i8.71	journal-article	false	species_aware_exact	crossref
10.9707/1944-5660.1739	Centering Community Voice in Strategic Design: The BUILD Health Challenge Model	The Foundation Review	2025	Grand Valley State University Libraries - DIGITAL COMMONS JOURNALS	Monbouquette, Melissa; Mulcahy, Jessica	https://doi.org/10.9707/1944-5660.1739	journal-article	false	genomic_foundation_model	crossref
10.1016/j.stress.2025.100896	Characterization of phenylalanine ammonia-lyase genes in soybean: genomic insights and expression analysis under abiotic stress tolerance	Plant Stress	2025	Elsevier BV	Rizwan, Hafiz Muhammad; He, Jiayi; Arshad, Muhammad Bilal; Wang, Mingfu	https://doi.org/10.1016/j.stress.2025.100896	journal-article	false	plantgfm_exact	crossref
10.1109/access.2025.3582743	Characterizing Cyber-Physical System Testbeds as Design Artifacts: A Morphological Analysis Across Application Domains	IEEE Access	2025	Institute of Electrical and Electronics Engineers (IEEE)	Odonkor, Philip; Honu, Evans	https://doi.org/10.1109/access.2025.3582743	journal-article	false	evo2_exact	crossref
10.3389/frai.2025.1681979	ChatGPT and reference intervals: a comparative analysis of repeatability in GPT-3.5 Turbo, GPT-4, and GPT-4o	Frontiers in Artificial Intelligence	2025	Frontiers Media SA	Meyer, Annika; Schömig, Edgar; Streichert, Thomas	https://doi.org/10.3389/frai.2025.1681979	journal-article	false	omnireg_gpt	crossref
10.3390/dna5020019	Chemical Versus Enzymatic Nucleic Acid Modifications and Genomic Stability	DNA	2025	MDPI AG	Cortez, Jonathan R.; Migaud, Marie E.	https://doi.org/10.3390/dna5020019	journal-article	false	genome_scaling	crossref
10.1109/access.2025.3547763	CHRExpert: An AI-Driven Court of Human Rights Expert Assistant for Legal Practitioners Utilizing Transformer Models	IEEE Access	2025	Institute of Electrical and Electronics Engineers (IEEE)	Al-Shareef, Yahya	https://doi.org/10.1109/access.2025.3547763	journal-article	false	nucleotide_transformer	crossref
10.1186/s13059-025-03823-z	Cisformer: a scalable cross-modality generation framework for decoding transcriptional regulation at single-cell resolution	Genome Biology	2025	Springer Science and Business Media LLC	Ji, Luzhang; Zou, Qihang; Tang, Ke; Wang, Chenfei	https://doi.org/10.1186/s13059-025-03823-z	journal-article	false	cross_species	crossref
10.2352/j.imagingsci.technol.2025.69.3.030415	Class-Aware Visual Prompt Learning for Vision Language Models	Journal of Imaging Science and Technology	2025	Society for Imaging Science & Technology	Zhang, Sihui; Li, Zhijiang	https://doi.org/10.2352/j.imagingsci.technol.2025.69.3.030415	journal-article	false	species_aware_exact	crossref
10.1186/s13059-025-03561-2	CMImpute: cross-species and tissue imputation of species-level DNA methylation samples across mammalian species	Genome Biology	2025	Springer Science and Business Media LLC	Maciejewski, Emily; Horvath, Steve; Ernst, Jason	https://doi.org/10.1186/s13059-025-03561-2	journal-article	false	cross_species;dnabert2;dnabert2_exact	crossref
10.1186/s13059-025-03553-2	CNRein: an evolution-aware deep reinforcement learning algorithm for single-cell DNA copy number calling	Genome Biology	2025	Springer Science and Business Media LLC	Ivanovic, Stefan; El-Kebir, Mohammed	https://doi.org/10.1186/s13059-025-03553-2	journal-article	false	species_aware_exact	crossref
10.3389/fimmu.2025.1620931	Combined single-cell RNA-seq and bulk RNA-seq construction of M2 TAMs signature for predicting HNSCC prognosis and immunotherapy	Frontiers in Immunology	2025	Frontiers Media SA	Wang, Jiale; Li, Huan; Shi, Mingrui; Ren, Chenghao; Wei, Wu; Zhao, Qi; He, Xinxin; Yang, Zihui; Wei, Jianhua; Yang, Xinjie	https://doi.org/10.3389/fimmu.2025.1620931	journal-article	false	borzoi	crossref
10.3390/ijpb16030105	Comparative Analysis of Chloroplast Genomes Across 20 Plant Species Reveals Evolutionary Patterns in Gene Content, Codon Usage, and Genome Structure	International Journal of Plant Biology	2025	MDPI AG	Kassem, My Abdelmajid	https://doi.org/10.3390/ijpb16030105	journal-article	false	plantcaduceus_exact	crossref
10.3389/fpls.2025.1536313	Comparative analysis of chloroplast genomes on Meliaceae species: insights into the evolution and species identification	Frontiers in Plant Science	2025	Frontiers Media SA	Nie, Zixuan; Ma, Jikai; Wang, Chengkun; Tang, Ming; Jia, Ting; Liao, Guoxiang; Zhang, Lu	https://doi.org/10.3389/fpls.2025.1536313	journal-article	false	plantcaduceus_exact	crossref
10.3389/fpls.2025.1522950	Comparative analysis of complete chloroplast genomes of Cousinia (Asteraceae) species	Frontiers in Plant Science	2025	Frontiers Media SA	Karimov, Boburbek; Tojibaev, Sh. Komiljon; Azimova, Dilnoza; Yusupov, Ziyoviddin; Liu, Lufeng	https://doi.org/10.3389/fpls.2025.1522950	journal-article	false	plantcaduceus_exact	crossref
10.1186/s12870-025-07913-9	Comparative and phylogenetic analyses based on the complete chloroplast genomes of Limonium (Plumbaginaceae) species	BMC Plant Biology	2025	Springer Science and Business Media LLC	Jiao, Fangfang; Yisilam, Gulbar; Zhang, Aiqin; Yang, Xiaohong; Zhang, Jing; Tian, Xinmin	https://doi.org/10.1186/s12870-025-07913-9	journal-article	false	plantcaduceus_exact	crossref
10.1186/s12870-025-07966-w	Comparative chloroplast genome analysis and phylogenomics of Nigerian Aframomum (Zingiberaceae): insights into chloroplast genome evolution and species divergence	BMC Plant Biology	2025	Springer Science and Business Media LLC	Yaradua, Samaila Samaila	https://doi.org/10.1186/s12870-025-07966-w	journal-article	false	cross_species	crossref
10.1186/s12870-025-07398-6	Comparative chloroplast genomes of Sophora species: identification of variable DNA markers and phylogenetic relationships within the genus	BMC Plant Biology	2025	Springer Science and Business Media LLC	Duan, Na; Ru, Dafu; Liu, Bingbing	https://doi.org/10.1186/s12870-025-07398-6	journal-article	false	plantcaduceus_exact	crossref
10.21275/sr25819133947	Comparative Evaluation of 3D Imaging Techniques in Soft Tissue Evaluation Using Machine Learning	International Journal of Science and Research (IJSR)	2025	International Journal of Science and Research	R, Rashmi; Tripathi, Tulika	https://doi.org/10.21275/sr25819133947	journal-article	false	homology_leakage	crossref
10.1186/s12864-025-12218-0	Comparative evaluation of SNP-weighted, Bayesian, and machine learning models for genomic prediction in Holstein cattle	BMC Genomics	2025	Springer Science and Business Media LLC	Zheng, Weijie; Zhang, Qi; He, Jinfeng; Han, Bo; Zhang, Qin; Sun, Dongxiao	https://doi.org/10.1186/s12864-025-12218-0	journal-article	false	homology_leakage	crossref
10.1186/s12870-025-07891-y	Comparative genomic analysis of bHLH genes across multiple species uncovers a novel gene regulating ginsenoside biosynthesis in Panax ginseng	BMC Plant Biology	2025	Springer Science and Business Media LLC	Yu, Xiaochen; Liu, Mingming; Yu, Jinghui; Jiang, Yang; Liu, Sizhang; Mo, Jingang; Wang, Yi	https://doi.org/10.1186/s12870-025-07891-y	journal-article	false	plantgfm_exact	crossref
10.1016/j.jmb.2025.169374	Comparative Study of a Variant Neural Relational Inference Deep Learning Model and Dynamical Network Analysis for p53-DNA Allosteric Interactions	Journal of Molecular Biology	2025	Elsevier BV	Sun, Haoxin; Wei, Jingbo; Tang, Yiming; Guo, Tianjing; Wei, Guanghong; Lei, Jiangtao	https://doi.org/10.1016/j.jmb.2025.169374	journal-article	false	variant_effect	crossref
10.1089/forensic.2025.0004	Comparing the Three Main Single Nucleotide Polymorphism Chemistries Used in Forensic Genetics and Forensic Genetic Genealogy	Forensic Genomics	2025	SAGE Publications	Novroski, Nicole	https://doi.org/10.1089/forensic.2025.0004	journal-article	false	nucleotide_transformer	crossref
10.3390/mps8010011	Comparison of Commercially Available Thermostable DNA Polymerases with Reverse Transcriptase Activity in Coupled Reverse Transcription Polymerase Chain Reaction Assays	Methods and Protocols	2025	MDPI AG	Smirnova, Evgeniya V.; Blagodatskikh, Konstantin A.; Barsova, Ekaterina V.; Varlamov, Dmitriy A.; Kramarov, Vladimir M.; Ignatov, Konstantin B.	https://doi.org/10.3390/mps8010011	journal-article	false	reverse_complement	crossref
10.1186/s12863-025-01298-2	Complete genome sequence of Pseudomonas aeruginosa YK01, a sequence type 16 isolated from a patient with keratitis	BMC Genomic Data	2025	Springer Science and Business Media LLC	Jiang, Shuo; Ye, Mengmin; Liu, Ke; Cao, Huiluo; Lin, Xiaoshan	https://doi.org/10.1186/s12863-025-01298-2	journal-article	false	omnireg_gpt	crossref
10.1128/mra.01000-24	Complete genomes of common bacterial hosts of RNA bacteriophage Φ6	Microbiology Resource Announcements	2025	American Society for Microbiology	Andrews, Taylor; Duffy, Siobain	https://doi.org/10.1128/mra.01000-24	journal-article	false	phage_long_context	crossref
10.1038/s41598-025-26696-5	Complete mitochondrial genome of Persicaria maackiana reveals genome features, phylogenetic relationships, and nucleotide substitution rates	Scientific Reports	2025	Springer Science and Business Media LLC	Park, Kyu Tae; Kang, Jong-Soo; Kang, Daewon; Park, So Young; Choi, KyoungSu	https://doi.org/10.1038/s41598-025-26696-5	journal-article	true	nucleotide_tokenizer	crossref
10.1080/23802359.2025.2535628	"Complete sequence of the
            <i>Achillea ptarmica</i>
            chloroplast genome determined by long-read sequencing"	Mitochondrial DNA Part B	2025	Informa UK Limited	Natsume, Hiroki; Kusaba, Makoto	https://doi.org/10.1080/23802359.2025.2535628	journal-article	false	caduceus;caduceus_exact;long_context_genome	crossref
10.1007/s00299-025-03429-6	Comprehensive genomic analysis of SmbHLH genes and the role of SmbHLH93 in eggplant anthocyanin biosynthesis	Plant Cell Reports	2025	Springer Science and Business Media LLC	Yu, XinJin; Cao, SiYu; Wang, JinDi; Li, DaLu; He, YongJun	https://doi.org/10.1007/s00299-025-03429-6	journal-article	false	plantgfm_exact	crossref
10.1016/j.ygyno.2025.04.239	Concordance between Foundation Medicine homologous recombination deficiency signature and Myriad genomic instability score	Gynecologic Oncology	2025	Elsevier BV	Richardson, Debra; Quintanilha, Julia; Danziger, Natalie; Sokol, Ethan; Schrock, Alexa; Elvin, Julia; Graf, Ryon; Moore, Kathleen	https://doi.org/10.1016/j.ygyno.2025.04.239	journal-article	false	genomic_foundation_model	crossref
10.1134/s1022795424701679	Conformation of 3D Protein Models after Mutations in Genes Associated with Maize Haploid Induction and Embryogenesis	Russian Journal of Genetics	2025	Pleiades Publishing Ltd	Fadeev, V. V.; Fadeeva, Yu. V.; Moiseeva, Ye. M.; Chumakov, M. I.	https://doi.org/10.1134/s1022795424701679	journal-article	false	maize_variant_exact	crossref
10.3389/fpsyg.2025.1458129	Contextualizing marital dissatisfaction: examining profiles of discordant spouses across life domains	Frontiers in Psychology	2025	Frontiers Media SA	Regan, Annie; Walsh, Lisa C.; Horton, Calen; Rodriguez, Anthony; Kaufman, Victor A.	https://doi.org/10.3389/fpsyg.2025.1458129	journal-article	false	evo2_exact	crossref
10.55248/gengpi.6.0325.1208	Continuous Model Calibration: Leveraging Feedback-Driven Fine-Tuning for Self- Correcting Large Language Models	International Journal of Research Publication and Reviews	2025	Genesis Global Publication	Awotunde, Opeyemi Joseph	https://doi.org/10.55248/gengpi.6.0325.1208	journal-article	false	agront_exact	crossref
10.1007/s10921-025-01275-w	Continuous Small Leakage Identification Method of Urban Pipeline Based on Improved MVMD Fusion Machine Learning	Journal of Nondestructive Evaluation	2025	Springer Science and Business Media LLC	Wang, Anning; Hao, Yongmei; Xing, Zhixiang; Wang, Zhicheng; Shen, Jun; Fei, Li	https://doi.org/10.1007/s10921-025-01275-w	journal-article	false	homology_leakage	crossref
10.1002/ece3.70864	"Correction to “Species Identification of Livefood Flightless Fly (Torinido‐Shoujoubae) Through
                    <scp>DNA</scp>
                    Barcoding”"	Ecology and Evolution	2025	Wiley		https://doi.org/10.1002/ece3.70864	journal-article	false	species_aware_exact	crossref
10.1002/tpg2.70170	Correction to “The Plant Genome Annual Report, 2024”	The Plant Genome	2025	Wiley		https://doi.org/10.1002/tpg2.70170	journal-article	false	agront;plant_crop;plantcaduceus	crossref
10.64229/e5whn229	CRISPR-Cas9-Mediated Crop Genome Editing: From Basic Research to Breeding Applications	Plant Scientific Application	2025	Cultech Publishing Sdn. Bhd.	Mitchell, Jennifer	https://doi.org/10.64229/e5whn229	journal-article	false	plant_crop	crossref
10.1109/tgrs.2025.3552642	CromSS: Cross-Modal Pretraining With Noisy Labels for Remote Sensing Image Segmentation	IEEE Transactions on Geoscience and Remote Sensing	2025	Institute of Electrical and Electronics Engineers (IEEE)	Liu, Chenying; Albrecht, Conrad M.; Wang, Yi; Xiang Zhu, Xiao	https://doi.org/10.1109/tgrs.2025.3552642	journal-article	false	cross_species	crossref
10.1002/tpg2.70111	Crop growth model‐enabled genetic mapping of biomass accumulation dynamics in photoperiod‐sensitive sorghum	The Plant Genome	2025	Wiley	Panelo, Juan S.; Miguez, Fernando E.; Schnable, Patrick S.; Salas‐Fernandez, Maria G.	https://doi.org/10.1002/tpg2.70111	journal-article	false	agront;plant_crop;plantcaduceus	crossref
10.51470/plantarchives.2025.v25.supplement-2.227	CROPWAT MODEL BASED ESTIMATION OF CROP WATER REQUIREMENT OF MUSTARD CROP FOR NALANDA DISTRICT OF BIHAR INDIA	Plant Archives	2025	Research Floor		https://doi.org/10.51470/plantarchives.2025.v25.supplement-2.227	journal-article	false	plant_crop	crossref
10.5626/jok.2025.52.11.954	Cross Domain Alignment of Contrastive Multi-task Pretraining for Diagnosing Multiple Brain Disorders	Journal of KIISE	2025	Korean Institute of Information Scientists and Engineers	Kang, Tae-Hun; Cho, Sung-Bae	https://doi.org/10.5626/jok.2025.52.11.954	journal-article	false	cross_species	crossref
10.1109/tsmc.2025.3541926	Cross-Domain Random Pretraining With Prototypes for Reinforcement Learning	IEEE Transactions on Systems, Man, and Cybernetics: Systems	2025	Institute of Electrical and Electronics Engineers (IEEE)	Liu, Xin; Chen, Yaran; Li, Haoran; Li, Boyu; Zhao, Dongbin	https://doi.org/10.1109/tsmc.2025.3541926	journal-article	false	cross_species	crossref
10.1186/s13059-025-03747-8	Cross-expression meta-analysis of mouse brain slices reveals coordinated gene expression across spatially adjacent cells	Genome Biology	2025	Springer Science and Business Media LLC	Sarwar, Ameer; Rue, Mara; French, Leon; Cross, Helen; Choi, Sarah; Chen, Xiaoyin; Gillis, Jesse	https://doi.org/10.1186/s13059-025-03747-8	journal-article	false	cross_species	crossref
10.1016/j.exer.2025.110558	Cross-species and cross-platform analysis reveals the application value of guinea pig retina in myopia research at single-cell resolution	Experimental Eye Research	2025	Elsevier BV	Chen, Minyu; Liu, Jiahui; Liang, Guimei; Liu, Qingyang; Li, Shuyan; Yang, Yifang	https://doi.org/10.1016/j.exer.2025.110558	journal-article	false	plantcaduceus_exact	crossref
10.1186/s13059-025-03493-x	Cross-species imputation and comparison of single-cell transcriptomic profiles	Genome Biology	2025	Springer Science and Business Media LLC	Zhang, Ran; Yang, Mu; Schreiber, Jacob; O’Day, Diana R.; Turner, James M. A.; Shendure, Jay; Noble, William Stafford; Disteche, Christine M.; Deng, Xinxian	https://doi.org/10.1186/s13059-025-03493-x	journal-article	false	cross_species	crossref
10.1073/pnas.2421738122	Cross-species modeling of plant genomes at single-nucleotide resolution using a pretrained DNA language model	Proceedings of the National Academy of Sciences	2025	National Academy of Sciences	Zhai, Jingjing; Gokaslan, Aaron; Schiff, Yair; Berthel, Ana; Liu, Zong-Yan; Lai, Wei-Yun; Miller, Zachary R.; Scheben, Armin; Stitzer, Michelle C.; Romay, M. Cinta; Buckler, Edward S.; Kuleshov, Volodymyr	https://doi.org/10.1073/pnas.2421738122	journal-article	false	plantcaduceus_exact	crossref
10.1186/s12864-024-11186-1	Cross-species single-nucleus analysis reveals the potential role of whole-genome duplication in the evolution of maize flower development	BMC Genomics	2025	Springer Science and Business Media LLC	Feng, Huawei; Fan, Wenjuan; Liu, Min; Huang, Jiaqian; Li, Bosheng; Sang, Qing; Song, Baoxing	https://doi.org/10.1186/s12864-024-11186-1	journal-article	false	cross_species	crossref
10.1007/s00335-025-10181-5	Cross-tissue enrichment patterns reveal functional clustering in normal human tissues from GTEx	Mammalian Genome	2025	Springer Science and Business Media LLC	P. S., Arunima; Raju, Rajesh; Das, Debodipta	https://doi.org/10.1007/s00335-025-10181-5	journal-article	false	cross_species	crossref
10.1016/j.gim.2024.101223	Curation and reporting of pathogenic genome-wide copy-number variants in a prenatal cell-free DNA screen	Genetics in Medicine	2025	Elsevier BV	Cox, Samuel G.; Acevedo, Ashley; Ahuja, Anand; LaBreche, Heather G.; Alfaro, Maria P.; Pierson, Summer; Westover, Thomas; Ratzel, Sarah; Hancock, Susan; Moyer, Krista; Muzzey, Dale	https://doi.org/10.1016/j.gim.2024.101223	journal-article	false	gpn_msa	crossref
10.1016/j.dnarep.2025.103805	Cutting edge perspectives in genome maintenance XI	DNA Repair	2025	Elsevier BV	Jeggo, Penelope Ann	https://doi.org/10.1016/j.dnarep.2025.103805	journal-article	false	dna_genome_language_model	crossref
10.1016/j.dnarep.2025.103877	Cytosolic DNA and intracellular Ca2+: Maintaining genome stability during replication stress	DNA Repair	2025	Elsevier BV	Li, Shan; Lu, Hsiang-Ting; You, Zhongsheng	https://doi.org/10.1016/j.dnarep.2025.103877	journal-article	false	dna_genome_language_model	crossref
10.7717/peerj-cs.2730	Data leakage detection in machine learning code: transfer learning, active learning, or low-shot prompting?	PeerJ Computer Science	2025	PeerJ	Alturayeif, Nouf; Hassine, Jameleddine	https://doi.org/10.7717/peerj-cs.2730	journal-article	false	homology_leakage	crossref
10.1186/s13059-025-03498-6	De novo basecalling of RNA modifications at single molecule and nucleotide resolution	Genome Biology	2025	Springer Science and Business Media LLC	Cruciani, Sonia; Delgado-Tejedor, Anna; Pryszcz, Leszek P.; Medina, Rebeca; Llovera, Laia; Novoa, Eva Maria	https://doi.org/10.1186/s13059-025-03498-6	journal-article	false	nucleotide_tokenizer	crossref
10.1038/s41592-025-02851-8	Deciphering single-cell epigenomic language with a foundation model	Nature Methods	2025	Springer Science and Business Media LLC		https://doi.org/10.1038/s41592-025-02851-8	journal-article	true	genomic_foundation_model	crossref
10.1186/s44342-025-00052-5	Deciphering the linguistic blueprint of DNA: context-sensitive structures, statistical patterns, and regulatory implications	Genomics &amp; Informatics	2025	Springer Science and Business Media LLC	Akhmetov, Iskander; Saparov, Timur; Duran, Volkan; Pak, Alexander	https://doi.org/10.1186/s44342-025-00052-5	journal-article	false	regulatory_genomics	crossref
10.24072/pci.genomics.100440.d1	Decision Revise: rnaends: an R package to study exact RNA ends at nucleotide resolution. Round#1	Peer Community in Genomics	2025	Peer Community In		https://doi.org/10.24072/pci.genomics.100440.d1	journal-article	false	nucleotide_transformer	crossref
10.24072/pci.genomics.100440.d2	Decision Revise: rnaends: an R package to study exact RNA ends at nucleotide resolution. Round#2	Peer Community in Genomics	2025	Peer Community In		https://doi.org/10.24072/pci.genomics.100440.d2	journal-article	false	nucleotide_transformer	crossref
10.1016/j.biochi.2025.09.006	Decoding G-quadruplex stability: the role of loop architecture and sequence context in the human genome	Biochimie	2025	Elsevier BV	Fu, Jiye; Chen, Tianyu; Lu, Na; Pan, Xuan; Tu, Jing	https://doi.org/10.1016/j.biochi.2025.09.006	journal-article	false	long_context_genome	crossref
10.5483/bmbrep.2025-0020	Deep learning application for genomic data analysis	BMB Reports	2025	Korean Society for Biochemistry and Molecular Biology - BMB Reports	Jeong, Chang Beom; Cho, Hyein; Park, Daechan	https://doi.org/10.5483/bmbrep.2025-0020	journal-article	false	sequence_to_function	crossref
10.5376/cmb.2025.15.0011	Deep Learning for Predicting Gene Expression from Genomic Sequences	Computational Molecular Biology	2025	Sophia Publishing Group, Inc.	Yu, Shiying	https://doi.org/10.5376/cmb.2025.15.0011	journal-article	false	sequence_to_function	crossref
10.2174/0115701646374018250227075247	Deep Learning for the Prediction of Protein Sequence, Structure, Function, and Interaction: Applications, Challenges, and Future Directions	Current Proteomics	2025	Elsevier BV	Luo, Yindan; Cai, Jiaxin	https://doi.org/10.2174/0115701646374018250227075247	journal-article	false	sequence_to_function	crossref
10.1016/j.jgg.2024.12.007	Deep learning on chromatin profiles reveals the cis-regulatory sequence code of the rice genome	Journal of Genetics and Genomics	2025	Elsevier BV	Zhou, Xinkai; Ruan, Zhonghao; Zhang, Chenlu; Kaufmann, Kerstin; Chen, Dijun	https://doi.org/10.1016/j.jgg.2024.12.007	journal-article	false	regulatory_genomics	crossref
10.1186/s13059-025-03861-7	DeepCOI: a large language model-driven framework for fast and accurate taxonomic assignment in animal metabarcoding	Genome Biology	2025	Springer Science and Business Media LLC	Gwak, Ho-Jin; Rho, Mina	https://doi.org/10.1186/s13059-025-03861-7	journal-article	false	agront;dna_genome_language_model;grover	crossref
10.1109/tcbbio.2025.3614354	DeepGene: An Efficient Foundation Model for Genomics Based on Pan-Genome Graph Transformer	IEEE Transactions on Computational Biology and Bioinformatics	2025	Institute of Electrical and Electronics Engineers (IEEE)	Zhang, Xiang; Yang, Mingjie; Yin, Xunhang; Qian, Yining; Sun, Fei	https://doi.org/10.1109/tcbbio.2025.3614354	journal-article	false	dnabert2;dnabert2_exact;nucleotide_transformer	crossref
10.1038/d41586-025-01998-w	DeepMind’s new AlphaGenome AI tackles the ‘dark matter’ in our DNA	Nature	2025	Springer Science and Business Media LLC	Callaway, Ewen	https://doi.org/10.1038/d41586-025-01998-w	journal-article	true	alphagenome	crossref
