doi	title	journal	year	publisher	authors	url	publication_type	nature_portfolio	query_ids	sources
10.1093/molbev/msz043	Polymorphism-Aware Species Trees with Advanced Mutation Models, Bootstrap, and Rate Heterogeneity	Molecular Biology and Evolution	2019	Oxford University Press (OUP)	Schrempf, Dominik; Minh, Bui Quang; von Haeseler, Arndt; Kosiol, Carolin	https://doi.org/10.1093/molbev/msz043	journal-article	false	species_aware_exact	crossref
10.1002/gepi.22251	Powerful statistical method to detect disease‐associated genes using publicly available genome‐wide association studies summary data	Genetic Epidemiology	2019	Wiley	Zhang, Jianjun; Zhao, Zihan; Guo, Xuan; Guo, Bin; Wu, Baolin	https://doi.org/10.1002/gepi.22251	journal-article	false	gpn_exact	crossref
10.1093/ije/dyz142	Powerful three-sample genome-wide design and robust statistical inference in summary-data Mendelian randomization	International Journal of Epidemiology	2019	Oxford University Press (OUP)	Zhao, Qingyuan; Chen, Yang; Wang, Jingshu; Small, Dylan S	https://doi.org/10.1093/ije/dyz142	journal-article	false	gpn_exact	crossref
10.1371/journal.pcbi.1007227	PRAS: Predicting functional targets of RNA binding proteins based on CLIP-seq peaks	PLOS Computational Biology	2019	Public Library of Science (PLoS)	Lin, Jianan; Zhang, Yuping; Frankel, Wayne N.; Ouyang, Zhengqing	https://doi.org/10.1371/journal.pcbi.1007227	journal-article	false	borzoi	crossref
10.1007/s40484-019-0154-0	Predicting enhancer‐promoter interaction from genomic sequence with deep neural networks	Quantitative Biology	2019	Wiley	Singh, Shashank; Yang, Yang; Póczos, Barnabás; Ma, Jian	https://doi.org/10.1007/s40484-019-0154-0	journal-article	false	sequence_to_function	crossref
10.1002/humu.23794	Predicting the impact of single nucleotide variants on splicing via sequence‐based deep neural networks and genomic features	Human Mutation	2019	Wiley	Naito, Tatsuhiko	https://doi.org/10.1002/humu.23794	journal-article	false	hyenadna_exact;sequence_to_function	crossref
10.1101/gr.256164.119	Predicting transfer RNA gene activity from sequence and genome context	Genome Research	2019	Cold Spring Harbor Laboratory	Thornlow, Bryan P.; Armstrong, Joel; Holmes, Andrew D.; Howard, Jonathan M.; Corbett-Detig, Russell B.; Lowe, Todd M.	https://doi.org/10.1101/gr.256164.119	journal-article	false	long_context_genome	crossref
10.15226/2475-4714/4/1/00142	Preview of Single Nucleotide Polymorphism (Snp) and Potential Correlation between Human Genomes and Evolutionary History As Well As Religious Behaviors	Journal of Advanced Research in Biotechnology	2019	Symbiosis Group	Tang, Bing	https://doi.org/10.15226/2475-4714/4/1/00142	journal-article	false	plantcaduceus_exact	crossref
10.12688/f1000research.17125.1	Projection layers improve deep learning models of regulatory DNA function	F1000Research	2019	F1000 Research Ltd	Hawkins-Hooker, Alex; Kenlay, Henry; Reid, John E.	https://doi.org/10.12688/f1000research.17125.1	journal-article	false	species_aware_exact	crossref
10.1016/j.dnarep.2019.102693	R-loop-dependent replication and genomic instability in bacteria	DNA Repair	2019	Elsevier BV	Drolet, Marc; Brochu, Julien	https://doi.org/10.1016/j.dnarep.2019.102693	journal-article	false	genome_scaling	crossref
10.1007/s11295-019-1372-3	RADdesigner: a workflow to select the optimal sequencing methodology in genotyping experiments on woody plant species	Tree Genetics &amp; Genomes	2019	Springer Science and Business Media LLC	Guillardín-Calvo, Laura; Mora-Márquez, Fernando; Soto, Álvaro; López de Heredia, Unai	https://doi.org/10.1007/s11295-019-1372-3	journal-article	false	plantcaduceus_exact	crossref
10.3835/plantgenome2019.01.0002ar	Recipient of 2018 CSSA Editor's Citation for Excellence Named	The Plant Genome	2019	Wiley		https://doi.org/10.3835/plantgenome2019.01.0002ar	journal-article	false	agront;plantcaduceus	crossref
10.1075/langct.00011.fre	Reflection literacy	Language, Context and Text. The Social Semiotics Forum	2019	John Benjamins Publishing Company	French, Ruth	https://doi.org/10.1075/langct.00011.fre	journal-article	false	phage_long_context	crossref
10.1016/j.dnarep.2018.12.001	Repair of protein-linked DNA double strand breaks: Using the adenovirus genome as a model substrate in cell-based assays	DNA Repair	2019	Elsevier BV	Lamarche, Brandon J.; Orazio, Nicole I.; Goben, Brittany; Meisenhelder, Jill; You, Zhongsheng; Weitzman, Matthew D.; Hunter, Tony	https://doi.org/10.1016/j.dnarep.2018.12.001	journal-article	false	dna_genome_language_model	crossref
10.1371/journal.pcbi.1007560	Representation learning of genomic sequence motifs with convolutional neural networks	PLOS Computational Biology	2019	Public Library of Science (PLoS)	Koo, Peter K.; Eddy, Sean R.	https://doi.org/10.1371/journal.pcbi.1007560	journal-article	false	sequence_to_function	crossref
10.3835/plantgenome2019.01.0001rh	Research Highlights	The Plant Genome	2019	Wiley		https://doi.org/10.3835/plantgenome2019.01.0001rh	journal-article	false	agront;plantcaduceus	crossref
10.3835/plantgenome2019.01.0002rh	Research Highlights	The Plant Genome	2019	Wiley		https://doi.org/10.3835/plantgenome2019.01.0002rh	journal-article	false	agront;plantcaduceus	crossref
10.3835/plantgenome2019.01.0003rh	Research Highlights	The Plant Genome	2019	Wiley		https://doi.org/10.3835/plantgenome2019.01.0003rh	journal-article	false	agront;plantcaduceus	crossref
10.1093/nar/gkz1003	Retrotransposons spread potential cis-regulatory elements during mammary gland evolution	Nucleic Acids Research	2019	Oxford University Press (OUP)	Nishihara, Hidenori	https://doi.org/10.1093/nar/gkz1003	journal-article	false	species_aware_exact	crossref
10.1186/s12864-019-5720-3	Scalable optimal Bayesian classification of single-cell trajectories under regulatory model uncertainty	BMC Genomics	2019	Springer Science and Business Media LLC	Hajiramezanali, Ehsan; Imani, Mahdi; Braga-Neto, Ulisses; Qian, Xiaoning; Dougherty, Edward R.	https://doi.org/10.1186/s12864-019-5720-3	journal-article	false	regulatory_genomics	crossref
10.1016/j.dnarep.2019.102647	Scales and mechanisms of somatic mutation rate variation across the human genome	DNA Repair	2019	Elsevier BV	Supek, Fran; Lehner, Ben	https://doi.org/10.1016/j.dnarep.2019.102647	journal-article	false	grover	crossref
10.1186/s13059-019-1681-8	SCRABBLE: single-cell RNA-seq imputation constrained by bulk RNA-seq data	Genome Biology	2019	Springer Science and Business Media LLC	Peng, Tao; Zhu, Qin; Yin, Penghang; Tan, Kai	https://doi.org/10.1186/s13059-019-1681-8	journal-article	false	borzoi	crossref
10.1016/j.lrp.2018.05.003	Searching for innovation: Product, process, and business model innovations and search behavior in established firms	Long Range Planning	2019	Elsevier BV	Snihur, Yuliya; Wiklund, Jonas	https://doi.org/10.1016/j.lrp.2018.05.003	journal-article	false	caduceus	crossref
10.1016/j.gene.2018.10.079	Sequence analysis and expression profiling of the equine ACTN3 gene during exercise in Arabian horses	Gene	2019	Elsevier BV	Ropka-Molik, K.; Stefaniuk-Szmukier, M.; Musiał, A.D.; Piórkowska, K.; Szmatoła, T.	https://doi.org/10.1016/j.gene.2018.10.079	journal-article	false	enformer	crossref
10.1088/1742-6596/1211/1/012024	Sequence to sequence analysis with long short term memory for tourist arrivals prediction	Journal of Physics: Conference Series	2019	IOP Publishing	Rizal, A A; Soraya, S; Tajuddin, M	https://doi.org/10.1088/1742-6596/1211/1/012024	journal-article	false	enformer	crossref
10.1007/s00438-019-01612-5	Single nucleotide polymorphisms in piRNA-pathway genes: an insight into genetic determinants of human diseases	Molecular Genetics and Genomics	2019	Springer Science and Business Media LLC	Roy, Jyoti; Anand, Kalyani; Mohapatra, Swati; Nayak, Rojalin; Chattopadhyay, Trisha; Mallick, Bibekanand	https://doi.org/10.1007/s00438-019-01612-5	journal-article	false	nucleotide_transformer	crossref
10.1074/jbc.ra118.006121	Single-nucleotide resolution analysis of nucleotide excision repair of ribosomal DNA in humans and mice	Journal of Biological Chemistry	2019	Elsevier BV	Yang, Yanyan; Hu, Jinchuan; Selby, Christopher P.; Li, Wentao; Yimit, Askar; Jiang, Yuchao; Sancar, Aziz	https://doi.org/10.1074/jbc.ra118.006121	journal-article	false	plantcaduceus_exact	crossref
10.1371/journal.pone.0216456	SleepEEGNet: Automated sleep stage scoring with sequence to sequence deep learning approach	PLOS ONE	2019	Public Library of Science (PLoS)	Mousavi, Sajad; Afghah, Fatemeh; Acharya, U. Rajendra	https://doi.org/10.1371/journal.pone.0216456	journal-article	false	sequence_to_function	crossref
10.15406/sij.2019.03.00179	Social food to protect by putting in the common good this genomic sequence	Sociology International Journal	2019	MedCrave Group, LLC	Stefanini, Philippe; Gaillard, Sandrine	https://doi.org/10.15406/sij.2019.03.00179	journal-article	false	omnireg_gpt	crossref
10.1038/s41598-019-45581-6	Stacking sequence variations in vaterite resolved by precession electron diffraction tomography using a unified superspace model	Scientific Reports	2019	Springer Science and Business Media LLC	Steciuk, Gwladys; Palatinus, Lukáš; Rohlíček, Jan; Ouhenia, Salim; Chateigner, Daniel	https://doi.org/10.1038/s41598-019-45581-6	journal-article	true	alphagenome	crossref
10.1111/mec.15092	Standing genomic variation within coding and regulatory regions contributes to the adaptive capacity to climate in a foundation tree species	Molecular Ecology	2019	Wiley	Ahrens, Collin W.; Byrne, Margaret; Rymer, Paul D.	https://doi.org/10.1111/mec.15092	journal-article	false	genomic_foundation_model	crossref
10.1134/s0021364019120099	Structural Model of the Relation between Seismic Scalings and the Generalized Scaling Law of Seismicity	JETP Letters	2019	Pleiades Publishing Ltd	Stakhovsky, I. R.	https://doi.org/10.1134/s0021364019120099	journal-article	false	genome_scaling	crossref
10.1093/bioinformatics/btz775	Studying 3D genome evolution using genomic sequence	Bioinformatics	2019	Oxford University Press (OUP)	Mourad, Raphaël	https://doi.org/10.1093/bioinformatics/btz775	journal-article	false	omnireg_gpt	crossref
10.1186/s13059-019-1863-4	Systematic comparative analysis of single-nucleotide variant detection methods from single-cell RNA sequencing data	Genome Biology	2019	Springer Science and Business Media LLC	Liu, Fenglin; Zhang, Yuanyuan; Zhang, Lei; Li, Ziyi; Fang, Qiao; Gao, Ranran; Zhang, Zemin	https://doi.org/10.1186/s13059-019-1863-4	journal-article	false	nucleotide_tokenizer	crossref
10.1038/s42003-019-0488-1	Systematic discovery of conservation states for single-nucleotide annotation of the human genome	Communications Biology	2019	Springer Science and Business Media LLC	Arneson, Adriana; Ernst, Jason	https://doi.org/10.1038/s42003-019-0488-1	journal-article	true	nucleotide_tokenizer	crossref
10.1016/j.molp.2018.11.002	Tension and Resolution: Dynamic, Evolving Populations of Organelle Genomes within Plant Cells	Molecular Plant	2019	Elsevier BV	Johnston, Iain G.	https://doi.org/10.1016/j.molp.2018.11.002	journal-article	false	plantcaduceus_exact	crossref
10.3835/plantgenome2019.01.0001ar	"Thanks to Our Reviewers,
                    <i>The Plant Genome</i>
                    , 2018"	The Plant Genome	2019	Wiley		https://doi.org/10.3835/plantgenome2019.01.0001ar	journal-article	false	agront;plant_crop;plantcaduceus	crossref
10.1080/00918369.2019.1607683	The Benefits of Identity Integration across Life Domains	Journal of Homosexuality	2019	Informa UK Limited	Lindsey, Alex; King, Eden; Gilmer, Declan; Sabat, Isaac; Ahmad, Afra	https://doi.org/10.1080/00918369.2019.1607683	journal-article	false	evo2_exact	crossref
10.3389/fpls.2018.01989	The Complete Chloroplast Genomes of Echinacanthus Species (Acanthaceae): Phylogenetic Relationships, Adaptive Evolution, and Screening of Molecular Markers	Frontiers in Plant Science	2019	Frontiers Media SA	Gao, Chunming; Deng, Yunfei; Wang, Jun	https://doi.org/10.3389/fpls.2018.01989	journal-article	false	plantcaduceus_exact	crossref
10.1007/s00335-019-09800-9	The guanine nucleotide exchange factor, Spata13, influences social behaviour and nocturnal activity	Mammalian Genome	2019	Springer Science and Business Media LLC	Bourbia, Nora; Chandler, Paige; Codner, Gemma; Banks, Gareth; Nolan, Patrick M.	https://doi.org/10.1007/s00335-019-09800-9	journal-article	false	nucleotide_tokenizer	crossref
10.1186/s12864-019-6014-5	The importance of genome sequence quality to microbial comparative genomics	BMC Genomics	2019	Springer Science and Business Media LLC	Smits, Theo H. M.	https://doi.org/10.1186/s12864-019-6014-5	journal-article	false	regulatory_genomics	crossref
10.1075/langct.00006.nav	The language of educational linguistics in Hispanic Latin America	Language, Context and Text. The Social Semiotics Forum	2019	John Benjamins Publishing Company	Navarro, Federico	https://doi.org/10.1075/langct.00006.nav	journal-article	false	phage_long_context	crossref
10.17803/1994-1471.2019.100.3.030-038	The legal regulation of genomic DNA banks in the context of social, cultural and regulatory diversity	Actual Problems of Russian Law	2019	Kutafin Moscow State Law University	Przhilenskiy, V. I.; Vergun, A. A.	https://doi.org/10.17803/1994-1471.2019.100.3.030-038	journal-article	false	genome_scaling	crossref
10.1093/gbe/evz124	The Role of Gene Conversion between Transposable Elements in Rewiring Regulatory Networks	Genome Biology and Evolution	2019	Oxford University Press (OUP)	Fawcett, Jeffrey A; Innan, Hideki	https://doi.org/10.1093/gbe/evz124	journal-article	false	species_aware_exact	crossref
10.1155/2019/1375807	The Role of RNA Polymerase II Contiguity and Long-Range Interactions in the Regulation of Gene Expression in Human Pluripotent Stem Cells	Stem Cells International	2019	Wiley	Eiselleova, Livia; Lukjanov, Viktor; Farkas, Simon; Svoboda, David; Stepka, Karel; Koutna, Irena	https://doi.org/10.1155/2019/1375807	journal-article	false	enformer	crossref
10.1075/langct.00009.tab	The space of coherence relations and their signalling in discourse	Language, Context and Text. The Social Semiotics Forum	2019	John Benjamins Publishing Company	Taboada, Maite	https://doi.org/10.1075/langct.00009.tab	journal-article	false	phage_long_context	crossref
10.1177/0308518x19842583	The subjective well-being of homeworkers across life domains	Environment and Planning A: Economy and Space	2019	SAGE Publications	Reuschke, Darja	https://doi.org/10.1177/0308518x19842583	journal-article	false	evo2_exact	crossref
10.1080/23273798.2019.1622750	The use of context in resolving syntactic ambiguity: structural and semantic influences	Language, Cognition and Neuroscience	2019	Informa UK Limited	Bousquet, Kathryn; Swaab, Tamara Y.; Long, Debra L.	https://doi.org/10.1080/23273798.2019.1622750	journal-article	false	phage_long_context	crossref
10.1186/s13059-019-1778-0	TOAST: improving reference-free cell composition estimation by cross-cell type differential analysis	Genome Biology	2019	Springer Science and Business Media LLC	Li, Ziyi; Wu, Hao	https://doi.org/10.1186/s13059-019-1778-0	journal-article	false	cross_species	crossref
10.1017/dsi.2019.309	Tracing Paths and Connecting Multiple Design Domains: An Information Visualisation Approach to Product Architecture Modelling	Proceedings of the Design Society: International Conference on Engineering Design	2019	Cambridge University Press (CUP)	Idrissov, Agzam; Parraguez, Pedro; Maier, Anja M.	https://doi.org/10.1017/dsi.2019.309	journal-article	false	evo2_exact	crossref
10.1109/access.2018.2889809	Transcriptome Comparisons of Multi-Species Identify Differential Genome Activation of Mammals Embryogenesis	IEEE Access	2019	Institute of Electrical and Electronics Engineers (IEEE)	Long, Chunshen; Li, Wei; Liang, Pengfei; Liu, Shuai; Zuo, Yongchun	https://doi.org/10.1109/access.2018.2889809	journal-article	false	dnabert2;dnabert2_exact	crossref
10.1038/s41477-019-0388-x	Transplastomic Arabidopsis plants at last	Nature Plants	2019	Springer Science and Business Media LLC	Small, Ian	https://doi.org/10.1038/s41477-019-0388-x	journal-article	true	gpn_plants	crossref
10.1139/gen-2019-0060	Trends in DNA Barcoding and Metabarcoding	Genome	2019	Canadian Science Publishing		https://doi.org/10.1139/gen-2019-0060	journal-article	false	dna_genome_language_model	crossref
10.1093/jamiaopen/ooz043	User-focused data sharing agreements: a foundation for the genomic future	JAMIA Open	2019	Oxford University Press (OUP)	Petersen, Carolyn	https://doi.org/10.1093/jamiaopen/ooz043	journal-article	false	genomic_foundation_model	crossref
10.1016/j.powtec.2018.11.015	Validation study on a scaling law model of the DEM in industrial gas-solid flows	Powder Technology	2019	Elsevier BV	Mori, Yuki; Wu, Chuan-Yu; Sakai, Mikio	https://doi.org/10.1016/j.powtec.2018.11.015	journal-article	false	genome_scaling	crossref
